cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength
273.4200878790736,102.23166281130541,98.01511277917193,175.93134409498168,7.376943152437322,858.0100216403965,652.9276011062625,39.0,49.857860191106546
192.38086292624942,87.51101281381099,126.50311018341195,164.4000635859346,8.923072031851184,1010.4640748471567,765.2562993886269,28.0,48.25250154416307
214.03160470463342,14.866944257732136,160.10939299612906,155.02106980308895,10.034197647683284,1042.6675796486413,777.560616466217,48.0,48.725832335329336
389.211568472836,3.4246138606315135,85.79914190615791,159.59627516195462,10.65746475305262,921.1616092472808,811.2734788159202,29.0,46.13733012846578
406.55338685139805,149.76253297405646,0.0,148.50950506218487,20.386851416103895,940.5722374470894,778.526416814301,7.0,56.187218328109026
181.10375536635155,145.23691353639305,0.0,239.70827911620708,0.0,931.6715357685422,661.3134897994431,193.0,43.06951834956354
524.5656643909324,0.0,0.0,183.41817653612063,0.0,1125.0,613.0,51.0,52.96
263.62873494240404,175.7524899616027,0.0,187.87173088599528,2.932712228800884,998.2061622392063,690.588462989199,66.0,48.49413233458178
273.02359095898464,63.50360884897164,0.0,230.50412035886043,0.16305148793248023,912.512286571098,667.8332922210597,11.0,51.84975868151358
174.75414879779353,101.66928958087733,150.5175368216969,174.02655496743594,8.31421246034748,1007.222717828519,746.6454356570378,56.0,48.78737360472752
180.3650487623849,54.81032312842049,129.5566648665381,170.61870702426728,8.499076445905201,1048.992139682499,773.9009954630884,100.0,49.57759929390997
285.53755850271716,0.0,64.96023470004823,172.08597732591906,9.75668945437764,937.2378305960473,872.4604917999454,56.0,50.616691455264714
371.31452198408937,48.033764220312605,0.0,184.74101689395977,1.74465977680751,955.634005279738,821.9676762259451,125.0,51.0028750181448
249.83688607382317,5.974693650166373,81.15236680649083,160.36321881818665,8.508475844943204,953.3571172047747,847.8259048784638,87.0,51.0346346177576
165.30802192120944,127.27141256426688,133.07306925109347,175.0019930250697,8.156003985674444,1005.8490034874651,746.6,28.0,47.609132307201534
425.0,106.3,0.0,153.5,16.5,852.1,887.1,16.0,53.255525199989776
167.9378172206135,202.0448049258075,6.404793682837187,182.6749945836243,0.0,1157.03070145971,645.0131941539513,0.0,49.30969643525033
247.81958136781037,88.23995778348208,68.93884477363633,169.74093154547947,14.063892898924731,947.0561102031065,781.5068548269066,13.0,49.29003695935653
340.1096809563305,189.0,0.0,174.00539232537227,9.687867611671825,944.7,755.8,28.0,50.49919037199125
214.51847931579735,69.16487846379842,88.11807759878181,164.65244532517244,8.594172741647508,1032.2314721575253,782.2995012296301,71.0,53.32240267852681
171.24320538376767,96.38457935245104,148.32989631142223,170.13336050926418,6.2412924408908195,1007.3,761.1121195052921,100.0,52.51303585049581
522.4430388420177,0.0,0.0,145.79991794231458,1.3434081016021984,893.9086661113356,895.8904312541247,8.0,53.22332462714253
191.45770463285314,76.38673714206851,143.57414170198496,165.12521490587233,9.657037215005223,1010.2503577346291,761.207346898224,100.0,53.58828047150321
520.1240212125673,0.6315508595948188,0.0,173.98963712842485,6.000938214088289,858.8994099860274,799.6198473603317,78.0,53.400478064512264
508.54032454258567,0.0,0.0,196.2422572012623,0.0,1125.0,613.0,180.0,56.00000000000001
205.4058958828622,10.137865406715097,174.05835317795007,160.33317457639927,10.647766464772085,1036.0320126504762,776.2708162232544,64.0,54.53020749643509
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,48.0,53.205622043714236
362.4718337706713,188.87087492107528,0.0,164.9667998551863,11.590091887508251,944.7201358415156,755.6520175456877,55.0,61.832750147434616
323.4933443336543,166.92366212383712,0.0,175.22857236349049,10.338494978504977,922.8601943153675,758.3230100429901,33.0,68.4375
373.2917842916085,0.0,15.603489954795208,226.99915356955609,0.26609858940106,901.6860809865836,671.1112494904428,78.0,51.677148969338226
200.45921551591726,18.71249075176316,152.5895571406629,163.75392474047334,10.25102394621303,1050.1410918999527,775.5431397923787,100.0,51.007632405275274
298.8297807418573,137.71489037092863,107.30047028850007,199.87610564088868,6.127133424920654,877.8088295741189,657.5184782648654,28.0,52.59069879046951
312.4262428150378,144.4836134603009,112.59016909082716,181.07375211172902,7.803280351879727,869.9754024341353,686.7377341930833,28.0,50.28409159981992
271.66438743767463,181.10959162511645,0.0,178.51989393029243,4.687624842710559,1010.5367324474663,688.4871860435966,51.0,51.54209529118944
184.75955463446812,82.8404291113154,149.76707844015115,167.84684763027695,9.673334416947766,1009.0932563967086,755.6662982377595,56.0,51.8062429951777
412.545985847871,100.07299292393549,0.0,150.2254531755178,13.76226413035095,902.9359974226991,868.3116165808399,16.0,58.20257200984586
437.17258721270287,3.8433129499600462,0.0,193.29606646976595,0.0,973.3847366658337,717.0029091045401,85.0,55.62899249206962
446.800387080052,111.70055043574015,0.0,144.66169853889303,25.33830146110699,894.4306255450826,821.9330510124072,7.0,52.00715318784311
332.21783391759436,4.345427653492607,0.0,220.66567055786115,0.10300827690593048,948.9981096103177,657.954289740235,257.0,55.57359814922935
474.8762986596914,1.0531320000739406,7.327694608685272,202.00155124253433,3.0993599261068847,1090.8584153288841,647.5886400211215,272.0,59.960855461033
491.0,26.0,123.0,202.73383899302684,3.9,833.5589266201789,699.0,28.0,56.143142635778815
375.8665125172997,0.0,170.8615019983392,160.35790584884796,20.596657743886254,925.5295334875913,616.3949512035072,14.0,53.62055214667693
322.002830754038,166.08224316760206,0.0,175.62223623230045,10.290413895291547,922.0277905622349,758.4191722094168,24.0,53.327714574369175
173.28313588801947,50.944101851247304,173.28313588801947,164.77330903237163,6.5467091933496535,1006.2367000804891,792.7192891968701,100.0,56.42834791863765
368.0650939706984,15.852156401029218,94.33182748791766,160.0071866092538,13.18008222827789,941.54640627712,847.9449689552692,56.0,49.79573256589017
